file_path,modulation_type,response,pred,is_true,,,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.94dB__046_20250127_145614.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_3.95dB__025_20250127_145608.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.00dB__083_20250127_164343.npy,4ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.05dB__062_20250127_164335.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.06dB__026_20250127_145608.npy,4ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.09dB__091_20250127_164345.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.45dB__055_20250127_164333.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.45dB__082_20250127_164343.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.57dB__037_20250127_164326.npy,4ASK,"4PAM


The signals",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.61dB__068_20250127_164338.npy,4ASK,"4PAM

Alright, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.70dB__040_20250127_145612.npy,4ASK,"8APSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.76dB__003_20250127_164314.npy,4ASK,"4PAM

Alright, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_4.99dB__006_20250127_164315.npy,4ASK,"8APSK

Im an expert in",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.11dB__082_20250127_145626.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.16dB__078_20250127_145624.npy,4ASK,"4PAM

Im trying to figure",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.17dB__063_20250127_164336.npy,4ASK,"4PAM

Alright, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.28dB__048_20250127_145615.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.29dB__046_20250127_164329.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.36dB__090_20250127_145628.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.58dB__018_20250127_164319.npy,4ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.78dB__024_20250127_145607.npy,4ASK,"4PAM

Okay, lets tackle",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.83dB__037_20250127_145611.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.87dB__016_20250127_145605.npy,4ASK,"8PAM


Alright, let",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.88dB__045_20250127_145614.npy,4ASK,"4PAM

The given signal information provides",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_5.97dB__061_20250127_145619.npy,4ASK,"4PAM

The reasoning is based on",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_6.06dB__008_20250127_164316.npy,4ASK,"OQPSK

Im sorry, but",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_6.37dB__043_20250127_145613.npy,4ASK,"8ASK


The modulation type of",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_6.55dB__089_20250127_145628.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_6.93dB__070_20250127_164338.npy,4ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.13dB__096_20250127_145630.npy,4ASK,"16PAM


### Answer",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.44dB__070_20250127_145622.npy,4ASK,"4PAM
Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.45dB__019_20250127_164320.npy,4ASK,"OQPSK


Answer: O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.47dB__023_20250127_164321.npy,4ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.52dB__085_20250127_145627.npy,4ASK,"8PAM

Okay, so Ive",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.58dB__097_20250127_145630.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.67dB__007_20250127_164316.npy,4ASK,"4PAM

Step-by-step explanation:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.71dB__007_20250127_145602.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.88dB__014_20250127_164318.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.89dB__033_20250127_164325.npy,4ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.92dB__020_20250127_145606.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.92dB__092_20250127_145629.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_7.97dB__053_20250127_164332.npy,4ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.03dB__048_20250127_164330.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.20dB__022_20250127_164321.npy,4ASK,"4PAM

Alright, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.35dB__075_20250127_145623.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.37dB__010_20250127_145603.npy,4ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.42dB__017_20250127_145605.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.68dB__060_20250127_164335.npy,4ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.72dB__062_20250127_145619.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_8.98dB__060_20250127_145618.npy,4ASK,"OQPSK


Answer: O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.01dB__030_20250127_145609.npy,4ASK,"4PAM

Alright, lets break",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.01dB__064_20250127_164336.npy,4ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.10dB__004_20250127_145601.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.16dB__088_20250127_164343.npy,4ASK,"16PAM

Okay, so I",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.24dB__026_20250127_164322.npy,4ASK,"4PAM

Step-by-step explanation:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.28dB__086_20250127_164343.npy,4ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.37dB__084_20250127_164343.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.45dB__010_20250127_164317.npy,4ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.60dB__021_20250127_145606.npy,4ASK,"4PAM

Alright, lets dive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.63dB__099_20250127_145631.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.65dB__066_20250127_164337.npy,4ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.68dB__063_20250127_145619.npy,4ASK,"4PAM
Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.84dB__089_20250127_164344.npy,4ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.89dB__079_20250127_164342.npy,4ASK,"4PAM

Step-by-step explanation:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.93dB__051_20250127_145616.npy,4ASK,"Okay, so I need to figure out the",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4ASK_9.94dB__042_20250127_164328.npy,4ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.00dB__031_20250127_164618.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.02dB__002_20250127_145832.npy,4PAM,"4PAM
Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.06dB__034_20250127_145843.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.09dB__042_20250127_164622.npy,4PAM,"8PSK

Wait, no, that",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.18dB__073_20250127_145856.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.30dB__046_20250127_164623.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.61dB__097_20250127_145904.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-0.80dB__044_20250127_164623.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.10dB__003_20250127_164607.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.19dB__084_20250127_164636.npy,4PAM,"4PAM

Alright, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.27dB__001_20250127_145832.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.29dB__083_20250127_145859.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.35dB__055_20250127_145850.npy,4PAM,"4PAM

Im sorry, I",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.39dB__017_20250127_164612.npy,4PAM,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.61dB__064_20250127_145853.npy,4PAM,"OOK

To determine the modulation type, I",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-1.97dB__033_20250127_164618.npy,4PAM,"OQPSK

Wait, but lets",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.03dB__066_20250127_145853.npy,4PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.09dB__091_20250127_145902.npy,4PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.10dB__048_20250127_145847.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.10dB__068_20250127_145854.npy,4PAM,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.24dB__015_20250127_164612.npy,4PAM,"4PAM

Okay, so Ive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.33dB__058_20250127_145851.npy,4PAM,"4PAM

Step-by-step explanation:",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.34dB__000_20250127_164606.npy,4PAM,"OQPSK

Okay, lets tackle",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.43dB__027_20250127_145840.npy,4PAM,"8ASK

Okay, so Im trying",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.46dB__008_20250127_145834.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.55dB__007_20250127_145834.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.60dB__022_20250127_145839.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.79dB__095_20250127_145903.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-2.85dB__068_20250127_164630.npy,4PAM,"8PSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.00dB__074_20250127_145856.npy,4PAM,"OQPSK

Step-by-step explanation:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.12dB__024_20250127_145839.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.12dB__069_20250127_164630.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.45dB__099_20250127_145905.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.52dB__027_20250127_164616.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.57dB__034_20250127_164619.npy,4PAM,"4PAM

Okay, Im trying",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.73dB__020_20250127_164614.npy,4PAM,"8PSK

But wait, I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.77dB__055_20250127_164625.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.84dB__041_20250127_164621.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-3.84dB__088_20250127_145901.npy,4PAM,"4PAM


Answer:",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.00dB__059_20250127_145851.npy,4PAM,"OOK

Okay, Im trying to figure",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.00dB__081_20250127_145859.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.06dB__097_20250127_164641.npy,4PAM,"16PAM


### Answer",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.09dB__098_20250127_164641.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.14dB__019_20250127_145838.npy,4PAM,"8APSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.18dB__018_20250127_164613.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.19dB__001_20250127_164606.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.24dB__030_20250127_164617.npy,4PAM,"16PAM


The modulation",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.32dB__035_20250127_164619.npy,4PAM,"OQPSK

Okay, so Ive",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.48dB__060_20250127_164627.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.51dB__002_20250127_164607.npy,4PAM,"4PAM

Im a bit confused",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.73dB__037_20250127_164620.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-4.84dB__010_20250127_164610.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.11dB__028_20250127_145841.npy,4PAM,"8PSK

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.14dB__040_20250127_164621.npy,4PAM,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.19dB__038_20250127_164620.npy,4PAM,"4PAM

Wait, Im confused",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.23dB__076_20250127_145857.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.24dB__031_20250127_145842.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.29dB__064_20250127_164628.npy,4PAM,"4PAM


### Answer:",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.35dB__010_20250127_145835.npy,4PAM,"4PAM

Wait, but the initial",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.47dB__009_20250127_145835.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.66dB__063_20250127_164628.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.68dB__042_20250127_145845.npy,4PAM,"OQPSK

The provided signal statistics indicate",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.71dB__087_20250127_164637.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.79dB__057_20250127_145850.npy,4PAM,"4PAM

Im sorry, but",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-5.99dB__025_20250127_145840.npy,4PAM,"4PAM

Okay, lets dive",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.12dB__048_20250127_164622.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.27dB__009_20250127_164609.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.48dB__095_20250127_164640.npy,4PAM,"8PSK

Wait, let me think",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.64dB__098_20250127_145904.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.75dB__096_20250127_164641.npy,4PAM,"4PAM


Okay, so",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.90dB__024_20250127_164615.npy,4PAM,"4PAM


Okay, so",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-6.97dB__080_20250127_164635.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.00dB__005_20250127_164608.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.24dB__013_20250127_145836.npy,4PAM,"4PAM


Okay, so",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.25dB__041_20250127_145845.npy,4PAM,"4PAM

Alright, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.32dB__050_20250127_145848.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.33dB__084_20250127_145900.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.42dB__004_20250127_164608.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.48dB__087_20250127_145901.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.49dB__052_20250127_164624.npy,4PAM,"4PAM


The given signal",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.52dB__082_20250127_164635.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.58dB__053_20250127_145849.npy,4PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.59dB__069_20250127_145854.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.60dB__035_20250127_145843.npy,4PAM,"OOK

Okay, lets try to figure",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.75dB__037_20250127_145844.npy,4PAM,"4PAM

Okay, I need to",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.75dB__079_20250127_164634.npy,4PAM,"OQPSK

Okay, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.87dB__059_20250127_164627.npy,4PAM,"4PAM

Okay, so I need",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-7.92dB__047_20250127_164624.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.00dB__085_20250127_164637.npy,4PAM,"4PAM

Okay, let me try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.08dB__039_20250127_145844.npy,4PAM,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.18dB__056_20250127_164626.npy,4PAM,"8PSK

To determine the modulation type",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.28dB__085_20250127_145900.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.32dB__060_20250127_145851.npy,4PAM,"4PAM

Okay, lets try",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.52dB__074_20250127_164632.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.66dB__025_20250127_164615.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.77dB__066_20250127_164629.npy,4PAM,"4PAM


The modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-8.79dB__039_20250127_164621.npy,4PAM,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.03dB__022_20250127_164614.npy,4PAM,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.10dB__016_20250127_164612.npy,4PAM,"OQPSK

The reasoning behind this is",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.28dB__092_20250127_145902.npy,4PAM,"4PAM

To determine the modulation type",4PAM,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/4PAM_-9.31dB__086_20250127_164637.npy,4PAM,"4PAM

Okay, so Im",4PAM,TRUE,,FALSE,,
